dcid,year,inflationPercentAverageConsumerPrices
country/GHA,1995,59.317
country/GHA,1996,44.487
country/GHA,1997,24.825
country/GHA,1998,19.208
country/GHA,1999,12.471
country/GHA,2000,25.113
country/GHA,2001,32.932
country/GHA,2002,14.846
country/GHA,2003,26.626
country/GHA,2004,12.666
country/GHA,2005,15.095
country/GHA,2006,11.683
country/GHA,2007,10.729
country/GHA,2008,16.505
country/GHA,2009,13.139
country/GHA,2010,6.698
country/GHA,2011,7.676
country/GHA,2012,7.072
country/GHA,2013,11.666
country/GHA,2014,15.486
country/GHA,2015,17.153
country/GHA,2016,17.455
country/GHA,2017,12.372
country/GHA,2018,9.837
country/GHA,2019,7.144
country/GHA,2020,9.885
country/GHA,2021,9.976
country/GHA,2022,31.893
country/GHA,2023,42.186
country/GHA,2024,23.16
country/GHA,2025,11.5
country/GHA,2026,8.0
country/GHA,2027,8.0
country/GHA,2028,8.0
country/GNB,1980,64.762
country/GNB,1981,41.94
country/GNB,1982,16.542
country/GNB,1983,23.309
country/GNB,1984,64.855
country/GNB,1985,112.71
country/GNB,1986,26.548
country/GNB,1987,86.771
country/GNB,1988,60.309
country/GNB,1989,80.788
country/GNB,1990,33.001
country/GNB,1991,57.599
country/GNB,1992,69.444
country/GNB,1993,48.227
country/GNB,1994,15.176
country/GNB,1995,45.133
country/GNB,1996,50.933
country/GNB,1997,49.065
country/GNB,1998,8.071
country/GNB,1999,2.092
country/GNB,2000,8.61
country/GNB,2001,3.252
country/GNB,2002,3.302
country/GNB,2003,3.474
country/GNB,2004,0.821
country/GNB,2005,3.358
country/GNB,2006,1.953
country/GNB,2007,4.627
country/GNB,2008,10.445
country/GNB,2009,1.637
country/GNB,2010,1.071
country/GNB,2011,5.055
country/GNB,2012,2.061
country/GNB,2013,0.779
country/GNB,2014,1.032
country/GNB,2015,1.481
country/GNB,2016,2.707
country/GNB,2017,0.186
country/GNB,2018,0.381
country/GNB,2019,0.286
country/GNB,2020,1.463
country/GNB,2021,3.274
country/GNB,2022,7.917
country/GNB,2023,7.0
country/GNB,2024,3.0
country/GNB,2025,2.0
country/GNB,2026,2.0
country/GNB,2027,2.0
country/GNB,2028,2.0
country/GIN,1980,39.985
country/GIN,1981,35.0
country/GIN,1982,29.915
country/GIN,1983,30.263
country/GIN,1984,26.01
country/GIN,1985,19.038
country/GIN,1986,64.7
country/GIN,1987,36.89
country/GIN,1988,27.291
country/GIN,1989,28.256
country/GIN,1990,25.694
country/GIN,1991,19.682
country/GIN,1992,16.559
country/GIN,1993,7.135
country/GIN,1994,4.22
country/GIN,1995,5.554
country/GIN,1996,2.986
country/GIN,1997,1.937
country/GIN,1998,5.103
country/GIN,1999,4.554
country/GIN,2000,6.766
country/GIN,2001,5.377
country/GIN,2002,2.96
country/GIN,2003,11.036
country/GIN,2004,17.463
country/GIN,2005,31.358
country/GIN,2006,34.702
country/GIN,2007,22.861
country/GIN,2008,18.367
country/GIN,2009,4.682
country/GIN,2010,15.466
country/GIN,2011,21.351
country/GIN,2012,15.227
country/GIN,2013,11.887
country/GIN,2014,9.712
country/GIN,2015,8.151
country/GIN,2016,8.174
country/GIN,2017,8.914
country/GIN,2018,9.826
country/GIN,2019,9.471
country/GIN,2020,10.602
country/GIN,2021,12.597
country/GIN,2022,10.501
country/GIN,2023,8.314
country/GIN,2024,7.908
country/GIN,2025,7.65
country/GIN,2026,7.5
country/GIN,2027,7.5
country/GIN,2028,7.5
country/CIV,1980,8.81
country/CIV,1981,8.682
country/CIV,1982,7.389
country/CIV,1983,5.879
country/CIV,1984,4.281
country/CIV,1985,1.753
country/CIV,1986,6.837
country/CIV,1987,6.978
country/CIV,1988,6.935
country/CIV,1989,0.986
country/CIV,1990,0.658
country/CIV,1991,1.575
country/CIV,1992,4.218
country/CIV,1993,2.13
country/CIV,1994,25.956
country/CIV,1995,14.1
country/CIV,1996,2.7
country/CIV,1997,6.301
country/CIV,1998,4.503
country/CIV,1999,0.744
country/CIV,2000,2.534
country/CIV,2001,4.355
country/CIV,2002,3.08
country/CIV,2003,3.297
country/CIV,2004,1.459
country/CIV,2005,3.884
country/CIV,2006,2.466
country/CIV,2007,1.896
country/CIV,2008,1.706
country/CIV,2009,0.518
country/CIV,2010,1.751
country/CIV,2011,4.895
country/CIV,2012,1.3
country/CIV,2013,2.584
country/CIV,2014,0.49
country/CIV,2015,1.151
country/CIV,2016,0.649
country/CIV,2017,0.556
country/CIV,2018,0.624
country/CIV,2019,0.806
country/CIV,2020,2.415
country/CIV,2021,4.159
country/CIV,2022,5.208
country/CIV,2023,4.311
country/CIV,2024,2.3
country/CIV,2025,1.95
country/CIV,2026,1.85
country/CIV,2027,1.9
country/CIV,2028,2.0
country/KEN,1980,13.858
country/KEN,1981,11.603
country/KEN,1982,20.667
country/KEN,1983,11.398
country/KEN,1984,10.284
country/KEN,1985,13.007
country/KEN,1986,2.534
country/KEN,1987,8.638
country/KEN,1988,12.265
country/KEN,1989,13.789
country/KEN,1990,17.782
country/KEN,1991,20.084
country/KEN,1992,27.332
country/KEN,1993,45.979
country/KEN,1994,28.814
country/KEN,1995,1.554
country/KEN,1996,6.814
country/KEN,1997,11.322
country/KEN,1998,5.416
country/KEN,1999,5.779
country/KEN,2000,9.975
country/KEN,2001,5.732
country/KEN,2002,1.966
country/KEN,2003,9.805
country/KEN,2004,11.795
country/KEN,2005,9.912
country/KEN,2006,6.032
country/KEN,2007,4.271
country/KEN,2008,15.114
country/KEN,2009,10.537
country/KEN,2010,4.084
country/KEN,2011,14.022
country/KEN,2012,9.378
country/KEN,2013,5.717
country/KEN,2014,6.878
country/KEN,2015,6.582
country/KEN,2016,6.318
country/KEN,2017,7.985
country/KEN,2018,4.69
country/KEN,2019,5.24
country/KEN,2020,5.29
country/KEN,2021,6.109
country/KEN,2022,7.648
country/KEN,2023,7.696
country/KEN,2024,6.646
country/KEN,2025,5.406
country/KEN,2026,5.399
country/KEN,2027,5.038
country/KEN,2028,5.0
country/LSO,1980,19.629
country/LSO,1981,12.214
country/LSO,1982,12.416
country/LSO,1983,17.549
country/LSO,1984,10.812
country/LSO,1985,13.241
country/LSO,1986,18.152
country/LSO,1987,11.634
country/LSO,1988,11.585
country/LSO,1989,14.843
country/LSO,1990,11.466
country/LSO,1991,17.857
country/LSO,1992,17.047
country/LSO,1993,13.768
country/LSO,1994,7.25
country/LSO,1995,9.962
country/LSO,1996,9.058
country/LSO,1997,8.55
country/LSO,1998,7.775
country/LSO,1999,8.644
country/LSO,2000,6.131
country/LSO,2001,6.919
country/LSO,2002,12.562
country/LSO,2003,7.166
country/LSO,2004,5.023
country/LSO,2005,3.438
country/LSO,2006,6.073
country/LSO,2007,8.012
country/LSO,2008,10.715
country/LSO,2009,7.38
country/LSO,2010,3.495
country/LSO,2011,5.037
country/LSO,2012,6.051
country/LSO,2013,4.865
country/LSO,2014,5.37
country/LSO,2015,3.218
country/LSO,2016,6.597
country/LSO,2017,4.448
country/LSO,2018,4.752
country/LSO,2019,5.187
country/LSO,2020,4.978
country/LSO,2021,6.048
country/LSO,2022,8.242
country/LSO,2023,6.921
country/LSO,2024,5.634
country/LSO,2025,4.969
country/LSO,2026,5.0
country/LSO,2027,4.861
country/LSO,2028,4.907
country/LBR,1999,1.982
country/LBR,2000,5.3
country/LBR,2001,12.149
country/LBR,2002,14.16
country/LBR,2003,10.33
country/LBR,2004,3.555
country/LBR,2005,6.945
country/LBR,2006,9.514
country/LBR,2007,11.391
country/LBR,2008,17.49
country/LBR,2009,7.427
country/LBR,2010,7.291
country/LBR,2011,8.487
country/LBR,2012,6.832
country/LBR,2013,7.578
country/LBR,2014,9.858
country/LBR,2015,7.742
country/LBR,2016,8.844
country/LBR,2017,12.435
country/LBR,2018,23.547
country/LBR,2019,26.969
country/LBR,2020,16.953
country/LBR,2021,7.816
country/LBR,2022,7.593
country/LBR,2023,10.596
country/LBR,2024,7.995
country/LBR,2025,5.769
country/LBR,2026,5.388
country/LBR,2027,5.144
country/LBR,2028,4.918
country/LBY,1980,14.286
country/LBY,1981,13.194
country/LBY,1982,13.804
country/LBY,1983,10.512
country/LBY,1984,12.439
country/LBY,1985,9.111
country/LBY,1986,3.38
country/LBY,1987,4.423
country/LBY,1988,3.131
country/LBY,1989,4.464
country/LBY,1990,0.721
country/LBY,1991,11.7
country/LBY,1992,9.45
country/LBY,1993,7.474
country/LBY,1994,10.671
country/LBY,1995,8.342
country/LBY,1996,3.996
country/LBY,1997,3.586
country/LBY,1998,3.719
country/LBY,1999,2.574
country/LBY,2000,2.907
country/LBY,2001,8.839
country/LBY,2002,9.863
country/LBY,2003,2.057
country/LBY,2004,1.252
country/LBY,2005,2.658
country/LBY,2006,1.465
country/LBY,2007,6.211
country/LBY,2008,10.401
country/LBY,2009,2.448
country/LBY,2010,2.458
country/LBY,2011,15.902
country/LBY,2012,6.072
country/LBY,2013,2.594
country/LBY,2014,2.433
country/LBY,2015,10.011
country/LBY,2016,25.872
country/LBY,2017,25.86
country/LBY,2018,13.974
country/LBY,2019,2.87
country/LBY,2020,1.468
country/LBY,2021,2.88
country/LBY,2022,4.51
country/LBY,2023,3.428
country/LBY,2024,2.863
country/LBY,2025,2.863
country/LBY,2026,2.863
country/LBY,2027,2.863
country/LBY,2028,2.536
country/MDG,1980,18.278
country/MDG,1981,30.457
country/MDG,1982,31.907
country/MDG,1983,19.469
country/MDG,1984,9.72
country/MDG,1985,10.566
country/MDG,1986,14.492
country/MDG,1987,15.461
country/MDG,1988,26.338
country/MDG,1989,9.017
country/MDG,1990,11.859
country/MDG,1991,8.54
country/MDG,1992,14.567
country/MDG,1993,9.99
country/MDG,1994,38.992
country/MDG,1995,49.036
country/MDG,1996,19.761
country/MDG,1997,4.492
country/MDG,1998,6.21
country/MDG,1999,7.189
country/MDG,2000,11.57
country/MDG,2001,7.917
country/MDG,2002,16.499
country/MDG,2003,1.704
country/MDG,2004,13.956
country/MDG,2005,18.364
country/MDG,2006,10.766
country/MDG,2007,10.288
country/MDG,2008,9.297
country/MDG,2009,8.954
country/MDG,2010,9.247
country/MDG,2011,9.483
country/MDG,2012,5.714
country/MDG,2013,5.826
country/MDG,2014,6.08
country/MDG,2015,7.404
country/MDG,2016,6.056
country/MDG,2017,8.59
country/MDG,2018,8.598
country/MDG,2019,5.623
country/MDG,2020,4.188
country/MDG,2021,5.819
country/MDG,2022,8.157
country/MDG,2023,10.5
country/MDG,2024,8.8
country/MDG,2025,8.1
country/MDG,2026,7.4
country/MDG,2027,6.7
country/MDG,2028,6.0
country/MWI,1980,19.19
country/MWI,1981,12.0
country/MWI,1982,9.524
country/MWI,1983,13.768
country/MWI,1984,19.745
country/MWI,1985,10.638
country/MWI,1986,14.183
country/MWI,1987,25.053
country/MWI,1988,33.838
country/MWI,1989,12.453
country/MWI,1990,11.857
country/MWI,1991,8.227
country/MWI,1992,23.236
country/MWI,1993,22.775
country/MWI,1994,34.659
country/MWI,1995,83.148
country/MWI,1996,37.733
country/MWI,1997,9.137
country/MWI,1998,29.779
country/MWI,1999,44.759
country/MWI,2000,29.597
country/MWI,2001,22.7
country/MWI,2002,14.745
country/MWI,2003,9.577
country/MWI,2004,11.424
country/MWI,2005,15.466
country/MWI,2006,13.918
country/MWI,2007,7.942
country/MWI,2008,8.716
country/MWI,2009,8.416
country/MWI,2010,7.409
country/MWI,2011,7.621
country/MWI,2012,21.296
country/MWI,2013,28.279
country/MWI,2014,23.775
country/MWI,2015,21.86
country/MWI,2016,21.727
country/MWI,2017,11.541
country/MWI,2018,9.215
country/MWI,2019,9.378
country/MWI,2020,8.639
country/MWI,2021,9.343
country/MWI,2022,20.839
country/MWI,2023,27.746
country/MWI,2024,19.795
country/MWI,2025,12.23
country/MWI,2026,8.124
country/MWI,2027,6.851
country/MWI,2028,6.516
country/MLI,1980,20.25
country/MLI,1981,12.717
country/MLI,1982,3.852
country/MLI,1983,10.5
country/MLI,1984,10.714
country/MLI,1985,9.078
country/MLI,1986,1.387
country/MLI,1987,14.936
country/MLI,1988,8.948
country/MLI,1989,0.158
country/MLI,1990,1.608
country/MLI,1991,1.508
country/MLI,1992,5.907
country/MLI,1993,0.568
country/MLI,1994,24.289
country/MLI,1995,11.643
country/MLI,1996,6.452
country/MLI,1997,0.673
country/MLI,1998,4.068
country/MLI,1999,1.163
country/MLI,2000,0.777
country/MLI,2001,5.184
country/MLI,2002,5.03
country/MLI,2003,1.299
country/MLI,2004,3.123
country/MLI,2005,6.39
country/MLI,2006,1.552
country/MLI,2007,1.414
country/MLI,2008,9.177
country/MLI,2009,2.376
country/MLI,2010,1.196
country/MLI,2011,2.956
country/MLI,2012,5.301
country/MLI,2013,0.58
country/MLI,2014,0.892
country/MLI,2015,1.433
country/MLI,2016,1.802
country/MLI,2017,2.388
country/MLI,2018,1.912
country/MLI,2019,3.03
country/MLI,2020,0.481
country/MLI,2021,3.808
country/MLI,2022,9.734
country/MLI,2023,5.0
country/MLI,2024,2.8
country/MLI,2025,2.0
country/MLI,2026,2.0
country/MLI,2027,2.0
country/MLI,2028,2.0
country/MRT,1991,5.629
country/MRT,1992,10.142
country/MRT,1993,9.37
country/MRT,1994,4.128
country/MRT,1995,6.544
country/MRT,1996,4.681
country/MRT,1997,4.625
country/MRT,1998,8.032
country/MRT,1999,4.074
country/MRT,2000,3.254
country/MRT,2001,4.715
country/MRT,2002,3.896
country/MRT,2003,5.152
country/MRT,2004,10.368
country/MRT,2005,12.126
country/MRT,2006,6.241
country/MRT,2007,7.254
country/MRT,2008,7.45
country/MRT,2009,2.137
country/MRT,2010,6.262
country/MRT,2011,5.686
country/MRT,2012,4.902
country/MRT,2013,4.131
country/MRT,2014,3.772
country/MRT,2015,0.486
country/MRT,2016,1.472
country/MRT,2017,2.269
country/MRT,2018,3.053
country/MRT,2019,2.306
country/MRT,2020,2.382
country/MRT,2021,3.558
country/MRT,2022,9.553
country/MRT,2023,7.507
country/MRT,2024,4.0
country/MRT,2025,4.0
country/MRT,2026,4.0
country/MRT,2027,4.0
country/MRT,2028,4.0
country/MUS,1980,33.04
country/MUS,1981,26.45
country/MUS,1982,13.384
country/MUS,1983,7.452
country/MUS,1984,5.525
country/MUS,1985,8.321
country/MUS,1986,4.336
country/MUS,1987,0.719
country/MUS,1988,3.6
country/MUS,1989,13.61
country/MUS,1990,10.705
country/MUS,1991,12.817
country/MUS,1992,2.857
country/MUS,1993,15.288
country/MUS,1994,7.335
country/MUS,1995,6.026
country/MUS,1996,6.553
country/MUS,1997,6.831
country/MUS,1998,6.808
country/MUS,1999,6.882
country/MUS,2000,4.217
country/MUS,2001,5.391
country/MUS,2002,6.414
country/MUS,2003,2.686
country/MUS,2004,4.71
country/MUS,2005,4.937
country/MUS,2006,8.914
country/MUS,2007,8.825
country/MUS,2008,9.723
country/MUS,2009,2.524
country/MUS,2010,2.924
country/MUS,2011,6.532
country/MUS,2012,3.86
country/MUS,2013,3.535
country/MUS,2014,3.224
country/MUS,2015,1.275
country/MUS,2016,0.999
country/MUS,2017,3.675
country/MUS,2018,3.231
country/MUS,2019,0.454
country/MUS,2020,2.52
country/MUS,2021,4.039
country/MUS,2022,10.785
country/MUS,2023,7.815
country/MUS,2024,6.495
country/MUS,2025,7.406
country/MUS,2026,4.901
country/MUS,2027,4.094
country/MUS,2028,3.69
country/MAR,1980,9.408
country/MAR,1981,12.493
country/MAR,1982,10.528
country/MAR,1983,6.208
country/MAR,1984,12.448
country/MAR,1985,7.729
country/MAR,1986,8.734
country/MAR,1987,2.699
country/MAR,1988,2.369
country/MAR,1989,3.138
country/MAR,1990,6.026
country/MAR,1991,7.94
country/MAR,1992,5.779
country/MAR,1993,5.298
country/MAR,1994,5.031
country/MAR,1995,6.287
country/MAR,1996,2.817
country/MAR,1997,1.096
country/MAR,1998,2.71
country/MAR,1999,0.792
country/MAR,2000,1.832
country/MAR,2001,0.643
country/MAR,2002,2.81
country/MAR,2003,1.118
country/MAR,2004,1.474
country/MAR,2005,1.09
country/MAR,2006,3.234
country/MAR,2007,1.972
country/MAR,2008,3.754
country/MAR,2009,1.003
country/MAR,2010,0.938
country/MAR,2011,0.772
country/MAR,2012,0.843
country/MAR,2013,1.615
country/MAR,2014,0.395
country/MAR,2015,1.431
country/MAR,2016,1.529
country/MAR,2017,0.739
country/MAR,2018,1.6
country/MAR,2019,0.197
country/MAR,2020,0.688
country/MAR,2021,1.366
country/MAR,2022,6.641
country/MAR,2023,6.302
country/MAR,2024,3.529
country/MAR,2025,2.892
country/MAR,2026,2.375
country/MAR,2027,2.375
country/MAR,2028,2.106
country/MOZ,1980,2.0
country/MOZ,1981,4.2
country/MOZ,1982,17.695
country/MOZ,1983,28.198
country/MOZ,1984,30.044
country/MOZ,1985,30.785
country/MOZ,1986,40.491
country/MOZ,1987,164.115
country/MOZ,1988,58.507
country/MOZ,1989,42.076
country/MOZ,1990,43.723
country/MOZ,1991,33.258
country/MOZ,1992,45.076
country/MOZ,1993,42.255
country/MOZ,1994,63.123
country/MOZ,1995,47.668
country/MOZ,1996,48.491
country/MOZ,1997,7.36
country/MOZ,1998,1.487
country/MOZ,1999,2.874
country/MOZ,2000,12.713
country/MOZ,2001,9.061
country/MOZ,2002,16.769
country/MOZ,2003,13.455
country/MOZ,2004,12.634
country/MOZ,2005,6.428
country/MOZ,2006,13.245
country/MOZ,2007,10.404
country/MOZ,2008,14.505
country/MOZ,2009,3.785
country/MOZ,2010,12.428
country/MOZ,2011,11.165
country/MOZ,2012,2.602
country/MOZ,2013,4.261
country/MOZ,2014,2.561
country/MOZ,2015,3.552
country/MOZ,2016,17.417
country/MOZ,2017,15.113
country/MOZ,2018,3.911
country/MOZ,2019,2.781
country/MOZ,2020,3.142
country/MOZ,2021,5.688
country/MOZ,2022,9.77
country/MOZ,2023,7.423
country/MOZ,2024,6.516
country/MOZ,2025,6.285
country/MOZ,2026,5.729
country/MOZ,2027,5.5
country/MOZ,2028,5.5
country/NER,1980,7.325
country/NER,1981,24.3
country/NER,1982,10.4
country/NER,1983,1.621
country/NER,1984,8.412
country/NER,1985,1.07
country/NER,1986,3.245
country/NER,1987,6.638
country/NER,1988,0.598
country/NER,1989,0.818
country/NER,1990,2.025
country/NER,1991,1.499
country/NER,1992,5.912
country/NER,1993,0.326
country/NER,1994,35.534
country/NER,1995,10.858
country/NER,1996,5.339
country/NER,1997,2.93
country/NER,1998,4.571
country/NER,1999,2.061
country/NER,2000,2.704
country/NER,2001,3.936
country/NER,2002,2.505
country/NER,2003,1.476
country/NER,2004,0.245
country/NER,2005,7.81
country/NER,2006,0.04
country/NER,2007,0.054
country/NER,2008,11.31
country/NER,2009,0.455
country/NER,2010,0.944
country/NER,2011,2.93
country/NER,2012,0.465
country/NER,2013,2.285
country/NER,2014,0.89
country/NER,2015,0.961
country/NER,2016,0.179
country/NER,2017,0.19
country/NER,2018,2.753
country/NER,2019,2.52
country/NER,2020,2.898
country/NER,2021,3.838
country/NER,2022,4.226
country/NER,2023,4.562
country/NER,2024,6.592
country/NER,2025,2.246
country/NER,2026,2.0
country/NER,2027,2.0
country/NER,2028,2.0
country/NGA,1996,29.291
country/NGA,1997,10.673
country/NGA,1998,7.862
country/NGA,1999,6.618
country/NGA,2000,6.938
country/NGA,2001,18.869
country/NGA,2002,12.883
country/NGA,2003,14.033
country/NGA,2004,15.001
country/NGA,2005,17.856
country/NGA,2006,8.218
country/NGA,2007,5.401
country/NGA,2008,11.581
country/NGA,2009,12.536
country/NGA,2010,13.742
country/NGA,2011,10.825
country/NGA,2012,12.225
country/NGA,2013,8.495
country/NGA,2014,8.048
country/NGA,2015,9.01
country/NGA,2016,15.696
country/NGA,2017,16.502
country/NGA,2018,12.094
country/NGA,2019,11.397
country/NGA,2020,13.247
country/NGA,2021,16.953
country/NGA,2022,18.847
country/NGA,2023,25.119
country/NGA,2024,22.955
country/NGA,2025,14.692
country/NGA,2026,14.465
country/NGA,2027,14.0
country/NGA,2028,14.0
country/ZWE,1981,5.556
country/ZWE,1982,0.59
country/ZWE,1983,8.452
country/ZWE,1984,1.857
country/ZWE,1985,16.01
country/ZWE,1986,10.666
country/ZWE,1987,12.785
country/ZWE,1988,1.057
country/ZWE,1989,3.847
country/ZWE,1990,1.345
country/ZWE,1991,13.143
country/ZWE,1992,2.998
country/ZWE,1993,0.376
country/ZWE,1994,2.761
country/ZWE,1995,15.227
country/ZWE,1996,6.006
country/ZWE,1997,0.965
country/ZWE,1998,28.023
country/ZWE,1999,13.431
country/ZWE,2000,4.475
country/ZWE,2001,37.198
country/ZWE,2002,34.445
country/ZWE,2003,8.565
country/ZWE,2004,113.569
country/ZWE,2005,31.522
country/ZWE,2006,32.974
country/ZWE,2007,72.729
country/ZWE,2008,156.964
country/ZWE,2009,6.216
country/ZWE,2010,3.045
country/ZWE,2011,3.47
country/ZWE,2012,3.72
country/ZWE,2013,1.632
country/ZWE,2014,0.213
country/ZWE,2015,2.41
country/ZWE,2016,1.558
country/ZWE,2017,0.907
country/ZWE,2018,10.607
country/ZWE,2019,255.292
country/ZWE,2020,557.21
country/ZWE,2021,98.546
country/ZWE,2022,193.399
country/ZWE,2023,314.501
country/ZWE,2024,222.399
country/ZWE,2025,128.078
country/ZWE,2026,72.342
country/ZWE,2027,52.27
country/ZWE,2028,20.81
country/RWA,1980,7.195
country/RWA,1981,6.438
country/RWA,1982,12.613
country/RWA,1983,6.629
country/RWA,1984,5.359
country/RWA,1985,1.729
country/RWA,1986,1.1
country/RWA,1987,4.146
country/RWA,1988,2.913
country/RWA,1989,1.038
country/RWA,1990,4.202
country/RWA,1991,19.6
country/RWA,1992,9.5
country/RWA,1993,12.468
country/RWA,1994,20.996
country/RWA,1995,55.967
country/RWA,1996,13.193
country/RWA,1997,11.755
country/RWA,1998,6.462
country/RWA,1999,2.419
country/RWA,2000,3.908
country/RWA,2001,3.359
country/RWA,2002,1.981
country/RWA,2003,7.445
country/RWA,2004,11.98
country/RWA,2005,9.122
country/RWA,2006,8.831
country/RWA,2007,9.081
country/RWA,2008,15.44
country/RWA,2009,10.347
country/RWA,2010,2.306
country/RWA,2011,5.668
country/RWA,2012,6.286
country/RWA,2013,4.223
country/RWA,2014,1.784
country/RWA,2015,2.507
country/RWA,2016,5.723
country/RWA,2017,4.837
country/RWA,2018,1.364
country/RWA,2019,2.426
country/RWA,2020,7.716
country/RWA,2021,0.818
country/RWA,2022,13.893
country/RWA,2023,14.5
country/RWA,2024,6.0
country/RWA,2025,5.0
country/RWA,2026,5.0
country/RWA,2027,5.0
country/RWA,2028,5.0
country/STP,1980,0.216
