GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Female | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Primary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary | Quantile = Quantile 2]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary | Quantile = Quantile 3]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary | Quantile = Quantile 4]"
,,,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Sex = Male | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Education level = Upper secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--F__EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Female | Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--F__EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Female | Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--F__EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Female | Education level = Upper secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--M__EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Male | Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--M__EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Male | Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@SEX--M__EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Sex = Male | Education level = Upper secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Education level = Upper secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--F__EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Female | Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--F__EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Female | Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--F__EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Female | Education level = Upper secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--M__EDUCATION_LEV--ISCED11_1,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Male | Education level = Primary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--M__EDUCATION_LEV--ISCED11_2,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Male | Education level = Lower secondary]"
,,,SE_AWP_CPRA,"Adjusted wealth parity index for completion rate, by sex, location and education level",SE_AWP_CPRA@URBANISATION--R__SEX--M__EDUCATION_LEV--ISCED11_3,"Adjusted wealth parity index for completion rate, by sex, location and education level [Location = Rural | Sex = Male | Education level = Upper secondary]"
