GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_PIFL_RT.223,Share of employment outside the formal sector (25 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.223,Share of employment outside the formal sector (25 years old and over) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.223,Share of employment outside the formal sector (25 years old and over) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.224,Share of employment outside the formal sector (35 to 44 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.224,Share of employment outside the formal sector (35 to 44 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.224,Share of employment outside the formal sector (35 to 44 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.224,Share of employment outside the formal sector (35 to 44 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.224,Share of employment outside the formal sector (35 to 44 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.225,Share of employment outside the formal sector (45 to 54 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.225,Share of employment outside the formal sector (45 to 54 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.225,Share of employment outside the formal sector (45 to 54 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.225,Share of employment outside the formal sector (45 to 54 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.225,Share of employment outside the formal sector (45 to 54 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.226,Share of employment outside the formal sector (55 to 64 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.226,Share of employment outside the formal sector (55 to 64 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.226,Share of employment outside the formal sector (55 to 64 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.226,Share of employment outside the formal sector (55 to 64 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.226,Share of employment outside the formal sector (55 to 64 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.227,Share of employment outside the formal sector (65 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.227,Share of employment outside the formal sector (65 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.227,Share of employment outside the formal sector (65 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.227,Share of employment outside the formal sector (65 years old and over) by Aggregate education levels,Advanced education level,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.227,Share of employment outside the formal sector (65 years old and over) by Aggregate education levels,Education level not stated,,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--_UNK,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_0,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_3,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_4,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_5,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_6,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_7,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_8,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_9,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.228,Share of employment outside the formal sector (15 to 24 years old) by Education levels according to ISCED11,No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--ISCED11_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_0,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_3,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_4,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_5,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_6,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_7,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_8,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_9,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.229,Share of employment outside the formal sector (15 years old and over) by Education levels according to ISCED11,No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--ISCED11_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_0,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_3,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_4,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_5,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_6,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_7,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_8,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_9,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.230,Share of employment outside the formal sector (25 to 34 years old) by Education levels according to ISCED11,No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--ISCED11_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_0,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_3,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_4,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_5,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_6,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_7,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.231,Share of employment outside the formal sector (25 to 54 years old) by Education levels according to ISCED11,Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--ISCED11_8,EMP_PIFL_RT,Share of employment outside the formal sector 
