,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,SE_TRA_GRDL.3,"Proportion of male teachers with the minimum required qualifications, by education level (%)",Sex = Male | Education level = Pre-primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--M__EDUCATION_LEV--ISCED11_02,"Proportion of teachers with the minimum required qualifications [Male, Pre-primary education]",dcid:sdg/SE_TRA_GRDL.SEX--M__EDUCATION_LEV--ISCED11_02
,SE_TRA_GRDL.3,"Proportion of male teachers with the minimum required qualifications, by education level (%)",Sex = Male | Education level = Primary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--M__EDUCATION_LEV--ISCED11_1,"Proportion of teachers with the minimum required qualifications [Male, Primary education]",dcid:sdg/SE_TRA_GRDL.SEX--M__EDUCATION_LEV--ISCED11_1
,SE_TRA_GRDL.3,"Proportion of male teachers with the minimum required qualifications, by education level (%)",Sex = Male | Education level = Lower secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--M__EDUCATION_LEV--ISCED11_2,"Proportion of teachers with the minimum required qualifications [Male, Lower secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--M__EDUCATION_LEV--ISCED11_2
,SE_TRA_GRDL.3,"Proportion of male teachers with the minimum required qualifications, by education level (%)",Sex = Male | Education level = Upper secondary,1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@SEX--M__EDUCATION_LEV--ISCED11_3,"Proportion of teachers with the minimum required qualifications [Male, Upper secondary education]",dcid:sdg/SE_TRA_GRDL.SEX--M__EDUCATION_LEV--ISCED11_3
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Total,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people",dcid:sdg/SG_CPA_MIGRS
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Policy Domains = Domain 1. Migrant rights,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_1,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 1. Migrant rights]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_1
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Policy Domains = Domain 2. Whole-of-government/ Evidence-based policies,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_2,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 2. Whole-of-government/ Evidence-based policies]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_2
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Policy Domains = Domain 3. Cooperation and partnerships,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_3,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 3. Cooperation and partnerships]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_3
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Policy Domains = Domain 4. Socioeconomic well-being,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_4,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 4. Socioeconomic well-being]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_4
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",Policy Domains = Domain 5. Mobility dimensions of crises,Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_5,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 5. Mobility dimensions of crises]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_5
,SG_CPA_MIGRS.,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)","Policy Domains = Domain 6. Safe, orderly and regular migration",Do not display in country pages,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)",SG_CPA_MIGRS@POLICY_DOMAINS--PD_6,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [Domain 6. Safe, orderly and regular migration]",dcid:sdg/SG_CPA_MIGRS.POLICY_DOMAINS--PD_6
,SG_CPA_SDEVP.,Mechanisms in place to enhance policy coherence for sustainable development (%),Total,1,SG_CPA_SDEVP,Mechanisms in place to enhance policy coherence for sustainable development (%),SG_CPA_SDEVP,Mechanisms in place to enhance policy coherence for sustainable development,dcid:sdg/SG_CPA_SDEVP
,SG_DMK_JDC.1,Proportion of persons under 45 years of age with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = JUDGES,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@AGE--Y0T44__OCCUPATION--ISCO08_2612,"Proportions of positions in the judiciary compared to national distributions [under 45 years old, Type of occupation = JUDGES]",dcid:sdg/SG_DMK_JDC.AGE--Y0T44__OCCUPATION--ISCO08_2612
,SG_DMK_JDC.1,Proportion of persons under 45 years of age with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@AGE--Y0T44__OCCUPATION--ISCO08_2619R,"Proportions of positions in the judiciary compared to national distributions [under 45 years old, Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified]",dcid:sdg/SG_DMK_JDC.AGE--Y0T44__OCCUPATION--ISCO08_2619R
,SG_DMK_JDC.2,Proportion of persons with disability with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = JUDGES,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@OCCUPATION--ISCO08_2612__DISABILITY_STATUS--PD,"Proportions of positions in the judiciary compared to national distributions [Type of occupation = JUDGES, Disability status = Persons with disability]",dcid:sdg/SG_DMK_JDC.OCCUPATION--ISCO08_2612__DISABILITY_STATUS--PD
,SG_DMK_JDC.2,Proportion of persons with disability with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@OCCUPATION--ISCO08_2619R__DISABILITY_STATUS--PD,"Proportions of positions in the judiciary compared to national distributions [Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified, Disability status = Persons with disability]",dcid:sdg/SG_DMK_JDC.OCCUPATION--ISCO08_2619R__DISABILITY_STATUS--PD
,SG_DMK_JDC.3,Proportion of women with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = JUDGES,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@SEX--F__OCCUPATION--ISCO08_2612,"Proportions of positions in the judiciary compared to national distributions [Female, Type of occupation = JUDGES]",dcid:sdg/SG_DMK_JDC.SEX--F__OCCUPATION--ISCO08_2612
,SG_DMK_JDC.3,Proportion of women with positions in the judiciary compared to the national distribution of working-age population (ratio),Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@SEX--F__OCCUPATION--ISCO08_2619R,"Proportions of positions in the judiciary compared to national distributions [Female, Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified]",dcid:sdg/SG_DMK_JDC.SEX--F__OCCUPATION--ISCO08_2619R
,SG_DMK_JDC_CNS.1,"Proportion of persons under 45 years old with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Age = under 45 years old | Type of occupation = JUDGES,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@AGE--Y0T44__OCCUPATION--ISCO08_2612,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [under 45 years old, Type of occupation = JUDGES]",dcid:sdg/SG_DMK_JDC_CNS.AGE--Y0T44__OCCUPATION--ISCO08_2612
,SG_DMK_JDC_CNS.1,"Proportion of persons under 45 years old with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Age = under 45 years old | Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@AGE--Y0T44__OCCUPATION--ISCO08_2619R,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [under 45 years old, Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified]",dcid:sdg/SG_DMK_JDC_CNS.AGE--Y0T44__OCCUPATION--ISCO08_2619R
,SG_DMK_JDC_CNS.2,"Proportion of persons with disability with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Type of occupation = JUDGES,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@OCCUPATION--ISCO08_2612__DISABILITY_STATUS--PD,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [Type of occupation = JUDGES, Disability status = Persons with disability]",dcid:sdg/SG_DMK_JDC_CNS.OCCUPATION--ISCO08_2612__DISABILITY_STATUS--PD
,SG_DMK_JDC_CNS.2,"Proportion of persons with disability with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@OCCUPATION--ISCO08_2619R__DISABILITY_STATUS--PD,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified, Disability status = Persons with disability]",dcid:sdg/SG_DMK_JDC_CNS.OCCUPATION--ISCO08_2619R__DISABILITY_STATUS--PD
,SG_DMK_JDC_CNS.3,"Proportion of women with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Type of occupation = JUDGES,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@SEX--F__OCCUPATION--ISCO08_2612,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [Female, Type of occupation = JUDGES]",dcid:sdg/SG_DMK_JDC_CNS.SEX--F__OCCUPATION--ISCO08_2612
,SG_DMK_JDC_CNS.3,"Proportion of women with positions in the judiciary compared to national distributions, Constitutional Court (ratio)",Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC_CNS,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court (ratio)",SG_DMK_JDC_CNS@SEX--F__OCCUPATION--ISCO08_2619R,"Proportions of positions in the judiciary compared to national distributions, Constitutional Court [Female, Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified]",dcid:sdg/SG_DMK_JDC_CNS.SEX--F__OCCUPATION--ISCO08_2619R
,SG_DMK_JDC_HGR.4,"Proportion of persons under 45 years old with positions in the judiciary compared to national distributions, Higher Courts (ratio)",Type of occupation = JUDGES,1,SG_DMK_JDC_HGR,"Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)",SG_DMK_JDC_HGR@AGE--Y0T44__OCCUPATION--ISCO08_2612,"Proportions of positions in the judiciary compared to national distributions, Higher Courts [under 45 years old, Type of occupation = JUDGES]",dcid:sdg/SG_DMK_JDC_HGR.AGE--Y0T44__OCCUPATION--ISCO08_2612
,SG_DMK_JDC_HGR.4,"Proportion of persons under 45 years old with positions in the judiciary compared to national distributions, Higher Courts (ratio)",Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified,1,SG_DMK_JDC_HGR,"Proportions of positions in the judiciary compared to national distributions, Higher Courts (ratio)",SG_DMK_JDC_HGR@AGE--Y0T44__OCCUPATION--ISCO08_2619R,"Proportions of positions in the judiciary compared to national distributions, Higher Courts [under 45 years old, Type of occupation = Registrars included in 2619 - Legal Professionals Not Elsewhere Classified]",dcid:sdg/SG_DMK_JDC_HGR.AGE--Y0T44__OCCUPATION--ISCO08_2619R
