Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
"the number of people who were born in another country and are now living in the united states, who are 15 years of age or older, and who are married and not separated in nevada",Count_Person_15OrMoreYears_MarriedAndNotSeparated_ForeignBorn,geoId/32,,,*,8,4
the number of foreign-born people in the united states who are 15 years of age or older and are married and not separated in nevada,Count_Person_15OrMoreYears_MarriedAndNotSeparated_ForeignBorn,geoId/32,,,*,0,0
"the number of people who were born in another country and are now living in the united states, who are 15 years of age or older, and who are currently married in nevada",Count_Person_15OrMoreYears_MarriedAndNotSeparated_ForeignBorn,geoId/32,,,*,12,6
the number of hispanic people aged 15 years or more who are married in south dakota,Count_Person_15OrMoreYears_MarriedAndNotSeparated_HispanicOrLatino,geoId/46,,,,0,0
the percentage of hispanic people aged 15 years or more who are married in south dakota,Count_Person_15OrMoreYears_MarriedAndNotSeparated_HispanicOrLatino,geoId/46,,,,0,0
the proportion of hispanic people aged 15 years or more who are married in south dakota,Count_Person_15OrMoreYears_MarriedAndNotSeparated_HispanicOrLatino,geoId/46,,,,0,0
percentage of native americans over 15 years old who are married in massachusetts,Count_Person_15OrMoreYears_MarriedAndNotSeparated_Native,geoId/25,,,*,0,0
share of native americans over 15 years old who are married in massachusetts,Count_Person_15OrMoreYears_MarriedAndNotSeparated_Native,geoId/25,,,*,0,0
proportion of native americans over 15 years old who are married in massachusetts,Count_Person_15OrMoreYears_MarriedAndNotSeparated_Native,geoId/25,,,*,0,0
the number of native hawaiian or other pacific islander people above 15 years old who are married and not separated in new jersey,Count_Person_15OrMoreYears_MarriedAndNotSeparated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,*,-1,0
the percentage of native hawaiian or other pacific islander people above 15 years old who are married and not separated in new jersey,Count_Person_15OrMoreYears_MarriedAndNotSeparated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,*,0,0
the proportion of native hawaiian or other pacific islander people above 15 years old who are married and not separated in new jersey,Count_Person_15OrMoreYears_MarriedAndNotSeparated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,*,0,0
"population of one race, aged 15 years or more, who are married and not separated in new jersey",Count_Person_15OrMoreYears_MarriedAndNotSeparated_OneRace,geoId/34,,,,0,0
"population of one race, aged 15 years or older, who are married and not divorced in new jersey",Count_Person_15OrMoreYears_MarriedAndNotSeparated_OneRace,geoId/34,,,,2,1
"population of one race, aged 15 years or above, who are married and not separated from their spouse in new jersey",Count_Person_15OrMoreYears_MarriedAndNotSeparated_OneRace,geoId/34,,,,0,0
the number of people of some other race who are 15 years or older and married but not separated in alabama,Count_Person_15OrMoreYears_MarriedAndNotSeparated_SomeOtherRaceAlone,geoId/01,,,,2,1
the population of some other race who are 15 years or older and married but not separated in alabama,Count_Person_15OrMoreYears_MarriedAndNotSeparated_SomeOtherRaceAlone,geoId/01,,,,2,1
the number of people of some other race who are married but not separated and are 15 years or older in alabama,Count_Person_15OrMoreYears_MarriedAndNotSeparated_SomeOtherRaceAlone,geoId/01,,,,2,1
"the number of people in the united states who are multiracial and married, but not separated, and who are 15 years of age or older in new york",Count_Person_15OrMoreYears_MarriedAndNotSeparated_TwoOrMoreRaces,geoId/36,,,*,0,0
"the number of people in the us who are of multiple races and are married, but not separated, and who are at least 15 years old in new york",Count_Person_15OrMoreYears_MarriedAndNotSeparated_TwoOrMoreRaces,geoId/36,,,*,10,5
"the number of people in the us who are multiracial and are married, but not separated, and who are teenagers or older in new york",Count_Person_15OrMoreYears_MarriedAndNotSeparated_TwoOrMoreRaces,geoId/36,,,*,0,0
white people who are married and not separated and are 15 years old or older in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAlone,geoId/06,,,,0,0
white people who are married and not separated and are at least 15 years old in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAlone,geoId/06,,,,0,0
white people who are married and not separated and are aged 15 and above in california,Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAlone,geoId/06,,,,0,0
"white, non-hispanic married people aged 15 and older in west virginia",Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAloneNotHispanicOrLatino,geoId/54,,,,0,0
"white, non-hispanic married adults in west virginia",Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAloneNotHispanicOrLatino,geoId/54,,,,0,0
"married white, non-hispanic people over 15 in west virginia",Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAloneNotHispanicOrLatino,geoId/54,,,*,0,0
the number of unmarried american indian or alaska native people aged 15 years or more in oklahoma,Count_Person_15OrMoreYears_NeverMarried_AmericanIndianAndAlaskaNativeAlone,geoId/40,,,*,0,0
the number of american indian or alaska native people aged 15 years or more who are not married in oklahoma,Count_Person_15OrMoreYears_NeverMarried_AmericanIndianAndAlaskaNativeAlone,geoId/40,,,*,2,1
the percentage of american indian or alaska native people aged 15 years or more who are not married in oklahoma,Count_Person_15OrMoreYears_NeverMarried_AmericanIndianAndAlaskaNativeAlone,geoId/40,,,*,2,1
the number of unmarried asian people aged 15 or older in alaska,Count_Person_15OrMoreYears_NeverMarried_AsianAlone,geoId/02,,,,2,1
the percentage of asian people who have never been married in alaska,Count_Person_15OrMoreYears_NeverMarried_AsianAlone,geoId/02,,,,-1,1
the proportion of asian people who are single in alaska,Count_Person_15OrMoreYears_NeverMarried_AsianAlone,geoId/02,,,,-1,-1
unmarried african americans aged 15 years and above in washington,Count_Person_15OrMoreYears_NeverMarried_BlackOrAfricanAmericanAlone,geoId/53,,,,0,0
african americans aged 15 years and above who are not married in washington,Count_Person_15OrMoreYears_NeverMarried_BlackOrAfricanAmericanAlone,geoId/53,,,,0,0
african americans aged 15 years and above who have never been in a marriage in washington,Count_Person_15OrMoreYears_NeverMarried_BlackOrAfricanAmericanAlone,geoId/53,,,,0,0
the number of foreign-born people who are not married and are 15 years old or older in colorado,Count_Person_15OrMoreYears_NeverMarried_ForeignBorn,geoId/08,,,,0,0
the number of unmarried foreign nationals who are 15 years old or older in colorado,Count_Person_15OrMoreYears_NeverMarried_ForeignBorn,geoId/08,,,,0,0
the number of unmarried immigrants who are 15 years old or older in colorado,Count_Person_15OrMoreYears_NeverMarried_ForeignBorn,geoId/08,,,,0,0
the percentage of hispanics aged 15 years or more who have never been married in puerto rico,Count_Person_15OrMoreYears_NeverMarried_HispanicOrLatino,geoId/72,,,,2,1
the proportion of hispanics aged 15 years or more who are unmarried in puerto rico,Count_Person_15OrMoreYears_NeverMarried_HispanicOrLatino,geoId/72,,,,4,2
the number of hispanics aged 15 years or more who are not married in puerto rico,Count_Person_15OrMoreYears_NeverMarried_HispanicOrLatino,geoId/72,,,,2,1
the percentage of the native population aged 15 years or more who have never married in tennessee,Count_Person_15OrMoreYears_NeverMarried_Native,geoId/47,,,,2,1
the proportion of the native population aged 15 years or more who are unmarried in tennessee,Count_Person_15OrMoreYears_NeverMarried_Native,geoId/47,,,,0,0
the number of native people aged 15 years or more who have never been married in tennessee,Count_Person_15OrMoreYears_NeverMarried_Native,geoId/47,,,,2,1
the number of unmarried native hawaiian or other pacific islanders aged 15 years or more in new jersey,Count_Person_15OrMoreYears_NeverMarried_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,,0,0
the percentage of native hawaiian or other pacific islanders who are unmarried and aged 15 years or more in new jersey,Count_Person_15OrMoreYears_NeverMarried_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,,0,0
the proportion of native hawaiian or other pacific islanders who are unmarried and aged 15 years or more in new jersey,Count_Person_15OrMoreYears_NeverMarried_NativeHawaiianAndOtherPacificIslanderAlone,geoId/34,,,,0,0
the number of people who are unmarried and of one race and who are 15 years old or older in florida,Count_Person_15OrMoreYears_NeverMarried_OneRace,geoId/12,,,,4,2
the number of people who are not married and who are of one race and who are 15 years old or older in florida,Count_Person_15OrMoreYears_NeverMarried_OneRace,geoId/12,,,,6,3
the number of people who are unmarried and who are monoracial and who are 15 years old or older in florida,Count_Person_15OrMoreYears_NeverMarried_OneRace,geoId/12,,,,0,0
people of some other race who are unmarried and 15 years old or older in alabama,Count_Person_15OrMoreYears_NeverMarried_SomeOtherRaceAlone,geoId/01,,,,0,0
unmarried people of some other race who are 15 years old or older in alabama,Count_Person_15OrMoreYears_NeverMarried_SomeOtherRaceAlone,geoId/01,,,,0,0
people of some other race who are not married and are 15 years old or older in alabama,Count_Person_15OrMoreYears_NeverMarried_SomeOtherRaceAlone,geoId/01,,,,20,10
the number of unmarried multiracial people over the age of 15 in wisconsin,Count_Person_15OrMoreYears_NeverMarried_TwoOrMoreRaces,geoId/55,,,,0,0
the percentage of unmarried multiracial people over the age of 15 in wisconsin,Count_Person_15OrMoreYears_NeverMarried_TwoOrMoreRaces,geoId/55,,,,0,0
the proportion of unmarried multiracial people over the age of 15 in wisconsin,Count_Person_15OrMoreYears_NeverMarried_TwoOrMoreRaces,geoId/55,,,,0,0
white people who have never been married and are 15 years old or older in vermont,Count_Person_15OrMoreYears_NeverMarried_WhiteAlone,geoId/50,,,,0,0
the number of white people who have never been married and are 15 years old or older in vermont,Count_Person_15OrMoreYears_NeverMarried_WhiteAlone,geoId/50,,,,0,0
the percentage of white people who have never been married and are 15 years old or older in vermont,Count_Person_15OrMoreYears_NeverMarried_WhiteAlone,geoId/50,,,,0,0
white non-hispanics who are unmarried and 15 years of age or older in new mexico,Count_Person_15OrMoreYears_NeverMarried_WhiteAloneNotHispanicOrLatino,geoId/35,,,,0,0
white non-hispanics who are not married and are 15 years of age or older in new mexico,Count_Person_15OrMoreYears_NeverMarried_WhiteAloneNotHispanicOrLatino,geoId/35,,,,2,1
white non-hispanics who are single and are 15 years of age or older in new mexico,Count_Person_15OrMoreYears_NeverMarried_WhiteAloneNotHispanicOrLatino,geoId/35,,,,6,4
number of working-age people with no income in maryland,Count_Person_15OrMoreYears_NoIncome,geoId/24,,,,0,0
number of people of working age who are not earning an income in maryland,Count_Person_15OrMoreYears_NoIncome,geoId/24,,,,0,0
number of people of working age who are unemployed in maryland,Count_Person_15OrMoreYears_NoIncome,geoId/24,,,,0,0
american indian or alaska native people aged 15 years or older who are separated from their families in california,Count_Person_15OrMoreYears_Separated_AmericanIndianAndAlaskaNativeAlone,geoId/06,,,*,0,0
american indian or alaska native people aged 15 years or older who are not living with their families in california,Count_Person_15OrMoreYears_Separated_AmericanIndianAndAlaskaNativeAlone,geoId/06,,,*,0,0
american indian or alaska native people aged 15 years or older who are living apart from their families in california,Count_Person_15OrMoreYears_Separated_AmericanIndianAndAlaskaNativeAlone,geoId/06,,,*,0,0
asians who have been divorced for 15 years or more in california,Count_Person_15OrMoreYears_Separated_AsianAlone,geoId/06,,,,-1,-1
asians who have been separated for 15 years or more in california,Count_Person_15OrMoreYears_Separated_AsianAlone,geoId/06,,,,0,0
asians who have been legally divorced for 15 years or more in california,Count_Person_15OrMoreYears_Separated_AsianAlone,geoId/06,,,,-1,-1
"the number of african americans aged 15 years or more, separated by state in north dakota",Count_Person_15OrMoreYears_Separated_BlackOrAfricanAmericanAlone,geoId/38,,,,0,0
"the number of african americans aged 15 years or more, by state in north dakota",Count_Person_15OrMoreYears_Separated_BlackOrAfricanAmericanAlone,geoId/38,,,,0,0
"the number of african americans aged 15 years or more, divided by state in north dakota",Count_Person_15OrMoreYears_Separated_BlackOrAfricanAmericanAlone,geoId/38,,,,0,0
people who were born in another country but have been living in the us for 15 years or more in mississippi,Count_Person_15OrMoreYears_Separated_ForeignBorn,geoId/28,,,*,2,1
foreign-born residents of the us who have been living here for 15 years or more in mississippi,Count_Person_15OrMoreYears_Separated_ForeignBorn,geoId/28,,,*,0,0
foreign-born people who have been living in the united states for 15 years or more in mississippi,Count_Person_15OrMoreYears_Separated_ForeignBorn,geoId/28,,,*,0,0
hispanic population aged 15 years or older who are not living with their parents in wyoming,Count_Person_15OrMoreYears_Separated_HispanicOrLatino,geoId/56,,,,0,0
hispanic people aged 15 years or older who are not living with their primary caregivers in wyoming,Count_Person_15OrMoreYears_Separated_HispanicOrLatino,geoId/56,,,,2,1
hispanic adults aged 15 years or older who are not living with their families of origin in wyoming,Count_Person_15OrMoreYears_Separated_HispanicOrLatino,geoId/56,*,,,,
"the number of native americans aged 15 years or older, separated by state in iowa",Count_Person_15OrMoreYears_Separated_Native,geoId/19,,,,0,0
"the native american population aged 15 years or older, by state in iowa",Count_Person_15OrMoreYears_Separated_Native,geoId/19,,,,0,0
"the number of native americans in each state, aged 15 years or older in iowa",Count_Person_15OrMoreYears_Separated_Native,geoId/19,,,,0,0
"native hawaiian or other pacific islander population aged 15 years or more, separated in oklahoma",Count_Person_15OrMoreYears_Separated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/40,,,,0,0
"native hawaiian or other pacific islander population aged 15 years or more, divided in oklahoma",Count_Person_15OrMoreYears_Separated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/40,,,,0,0
"native hawaiian or other pacific islander population aged 15 years or more, split in oklahoma",Count_Person_15OrMoreYears_Separated_NativeHawaiianAndOtherPacificIslanderAlone,geoId/40,,,,0,0
