dcid,sentence
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDEthiopia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Ethiopia;Climate finance provided;Climate finance disbursements provided to Ethiopia through equity investment in current USD
custom/statvar_622,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Europe, regional;Climate finance provided;Climate finance disbursements provided to Europe, regional through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDGeorgia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Georgia;Climate finance provided;Climate finance disbursements provided to Georgia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDHaiti,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Haiti;Climate finance provided;Climate finance disbursements provided to Haiti through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDIndia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - India;Climate finance provided;Climate finance disbursements provided to India through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDIndonesia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Indonesia;Climate finance provided;Climate finance disbursements provided to Indonesia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDKenya,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Kenya;Climate finance provided;Climate finance disbursements provided to Kenya through equity investment in current USD
custom/statvar_623,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Lao People's Democratic Republic;Climate finance provided;Climate finance disbursements provided to Lao People's Democratic Republic through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDMalaysia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Malaysia;Climate finance provided;Climate finance disbursements provided to Malaysia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDMauritius,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Mauritius;Climate finance provided;Climate finance disbursements provided to Mauritius through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDMexico,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Mexico;Climate finance provided;Climate finance disbursements provided to Mexico through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDMongolia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Mongolia;Climate finance provided;Climate finance disbursements provided to Mongolia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDMyanmar,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Myanmar;Climate finance provided;Climate finance disbursements provided to Myanmar through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDNamibia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Namibia;Climate finance provided;Climate finance disbursements provided to Namibia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDNepal,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Nepal;Climate finance provided;Climate finance disbursements provided to Nepal through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDNigeria,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Nigeria;Climate finance provided;Climate finance disbursements provided to Nigeria through equity investment in current USD
custom/statvar_624,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - North of Sahara, regional;Climate finance provided;Climate finance disbursements provided to North of Sahara, regional through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDPakistan,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Pakistan;Climate finance provided;Climate finance disbursements provided to Pakistan through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDPanama,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Panama;Climate finance provided;Climate finance disbursements provided to Panama through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDPhilippines,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Philippines;Climate finance provided;Climate finance disbursements provided to Philippines through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDSerbia,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Serbia;Climate finance provided;Climate finance disbursements provided to Serbia through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDSierraLeone,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - Sierra Leone;Climate finance provided;Climate finance disbursements provided to Sierra Leone through equity investment in current USD
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDSouthAfrica,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - South Africa;Climate finance provided;Climate finance disbursements provided to South Africa through equity investment in current USD
custom/statvar_625,"Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - South America, regional;Climate finance provided;Climate finance disbursements provided to South America, regional through equity investment in current USD"
climateFinanceProvidedDisbursementsEquityInvestmentByRecipientCurrentUSDSouthSudan,Climate finance disbursements (provider perspective) equity investment by recipient (current USD) - South Sudan;Climate finance provided;Climate finance disbursements provided to South Sudan through equity investment in current USD
