dcid,Name,Description,Override_Alternatives,Curated_Alternatives
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_LOW__GOVERNMENT_NAME--CITY_OF_TRONDHEIM,Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Low level of implementation | Government_Name = City of Trondheim],Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Low level of implementation | Government_Name = City of Trondheim],,
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_MHIG__GOVERNMENT_NAME--KING_COUNTY_WASHINGTON,"Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-high level of implementation | Government_Name = King County, Washington]","Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-high level of implementation | Government_Name = King County, Washington]",,
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_MLOW__GOVERNMENT_NAME--CITY_COUNTY_OF_SAN_FRANCISCO,Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City & county of San Francisco],Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City & county of San Francisco],,
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_MLOW__GOVERNMENT_NAME--CITY_OF_POZNAN,Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Poznan],Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Poznan],,
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_MLOW__GOVERNMENT_NAME--CITY_OF_WARSAW,Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Warsaw],Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Warsaw],,
sdg/SG_SCP_PROCN_LS.LEVEL_STATUS--DEG_MLOW__GOVERNMENT_NAME--CITY_OF_WROCLAW,Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Wroclaw],Number of countries implementing sustainable public procurement policies and action plans at lower subnational level by level of implementation [Level/Status = Medium-low level of implementation | Government_Name = City of Wroclaw],,
sdg/SG_SCP_TOTLN,"Number of policies, instruments and mechanism in place for sustainable consumption and production","Number of policies, instruments and mechanism in place for sustainable consumption and production",,
sdg/SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries,Dollar value of all resources made available to strengthen statistical capacity in developing countries,,
sdg/SG_STT_FPOS,Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics,Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics,,
sdg/SG_STT_NSDSFDDNR,Countries with national statistical plans with funding from donors,Countries with national statistical plans with funding from donors,,
sdg/SG_STT_NSDSFDGVT,Countries with national statistical plans with funding from Government,Countries with national statistical plans with funding from Government,,
sdg/SG_STT_NSDSFDOTHR,Countries with national statistical plans with funding from others,Countries with national statistical plans with funding from others,,
sdg/SG_STT_NSDSFND,Countries with national statistical plans that are fully funded,Countries with national statistical plans that are fully funded,,
sdg/SG_STT_NSDSIMPL,Countries with national statistical plans that are under implementation,Countries with national statistical plans that are under implementation,,
sdg/SH_AAP_ASMORT,Age-standardized mortality rate attributed to ambient air pollution,Age-standardized mortality rate attributed to ambient air pollution,,
sdg/SH_ACS_DTP3,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis,,
sdg/SH_ACS_HPV,"Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus","Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus",,
sdg/SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose,Proportion of the target population with access to measles-containing-vaccine second-dose,,
sdg/SH_ACS_PCV3,Proportion of the target population with access to pneumococcal conjugate 3rd dose,Proportion of the target population with access to pneumococcal conjugate 3rd dose,,
sdg/SH_ACS_UNHC,Universal health coverage service coverage index,Universal health coverage service coverage index,,
sdg/SH_ALC_CONSPT.AGE--Y_GE15,Alcohol consumption per capita within a calendar year [Age = 15 years old and over],Alcohol consumption per capita within a calendar year [Age = 15 years old and over],,
sdg/SH_ALC_CONSPT.AGE--Y_GE15__SEX--F,Alcohol consumption per capita within a calendar year [Age = 15 years old and over | Sex = Female],Alcohol consumption per capita within a calendar year [Age = 15 years old and over | Sex = Female],,
sdg/SH_ALC_CONSPT.AGE--Y_GE15__SEX--M,Alcohol consumption per capita within a calendar year [Age = 15 years old and over | Sex = Male],Alcohol consumption per capita within a calendar year [Age = 15 years old and over | Sex = Male],,
